remove_blur_effect,final_train_loss,final_val_loss,final_val_accuracy,final_lambdahat,learning_coeff_at_blur_removal,train_loss_at_blur_removal,val_loss_at_blur_removal,val_accuracy_at_blur_removal
187,0.017201553509874762,1.1317033439874649,75.56,5568.7724609375,6007.77978515625,0.012791115370084892,2.310230791568756,53.85
204,0.026605076204073066,1.1963340789079666,75.34,5577.09130859375,6010.158203125,0.01180135698071966,2.385253074765205,53.36
221,0.03617318928222723,1.151836746931076,75.51,5408.10888671875,6013.29638671875,0.01255305755968985,2.318633997440338,54.84
238,0.12266740094566224,1.2005885228514672,75.79,5477.0390625,6029.67041015625,0.013136053911638352,2.2951513856649397,55.99
